Station Name: Dublin_Airport
Station Height: 71 M 
Latitude:53.428  ,Longitude: -6.241


maxtp: -  Maximum Air Temperature (C)	  
mintp: -  Minimum  Air Temperature (C)	
rain: -	  Precipitation Amount (mm)
cbl:  -   Mean CBL Pressure (hpa)
wdsp: -	  Mean Wind Speed (knot)
hm:  -	  Highest ten minute mean wind speed (knot)		                 
ddhm: -	  Mean Wind Direction over 10 minutes at time of highest 10 minute mean (degree)                  
hg:  -	  Highest Gust (knot)
sun: -	  Sunshine duration (hours)
dos: -	  Dept of Snow (cm)
g_rad  -  Global Radiation (j/cm sq.) 
soil   -  Mean 10cm Soil Temperature (C)
i: -	  Indicator

date,imax,maxtp,imin,mintp,irain,rain,cbl,wdsp,ihm,hm,iddhm,ddhm,ihg,hg,sun,dos,g_rad,soil 
30-jun-1991,0,19.0,0,12.9,0,3.1,1004.8,10.4,0,18,0,220,0,26,4.6,0,1984,16.575 
01-jul-1991,0,17.5,0,10.4,0,1.4,1005.7,5.2,0,12,0,130,0,15,2.6,0,1448,15.950 
02-jul-1991,0,17.5,0,10.4,2,0.0,1009.2,8.0,0,14,0,30,0,17,8.7,0,2019,17.125 
03-jul-1991,0,15.3,0,12.9,0,0.6,1013.7,9.9,0,16,0,20,0,23,0.0,0,539,15.775 
04-jul-1991,0,21.2,0,12.6,3,0.0,1014.2,10.9,0,18,0,60,0,28,8.5,0,1954,17.225 
05-jul-1991,0,21.0,0,13.8,2,0.0,1009.0,14.8,0,19,0,50,0,28,14.3,0,2780,18.350 
06-jul-1991,0,21.5,0,14.6,2,0.0,1006.2,9.2,0,15,0,50,0,23,8.0,0,1917,18.775 
07-jul-1991,0,21.4,0,13.7,2,0.0,1004.8,7.2,0,14,0,80,0,18,4.3,0,1804,18.200 
08-jul-1991,0,16.6,0,13.5,0,7.2,995.7,9.8,0,27,0,250,0,36,0.3,0,862,17.000 
09-jul-1991,0,20.1,0,11.4,0,0.3,1003.5,14.6,0,30,0,240,0,40,7.1,0,2182,17.200 
10-jul-1991,0,17.6,0,13.8,2,0.0,1004.3,9.8,0,19,0,150,0,28,0.7,0,1110,16.650 
11-jul-1991,0,20.1,0,10.4,0,0.8,996.3,13.4,0,23,0,200,0,32,5.2,0,1727,17.125 
12-jul-1991,0,19.0,0,10.0,0,0.2,999.5,16.3,0,27,0,220,0,38,5.1,0,1712,15.825 
13-jul-1991,0,21.6,0,12.2,0,0.4,1001.9,11.3,0,18,0,250,0,25,2.7,0,1557,16.725 
14-jul-1991,0,18.5,0,10.1,0,0.7,1002.0,8.8,0,15,0,200,0,23,4.7,0,1508,16.200 
15-jul-1991,0,19.5,0,11.9,0,0.2,1000.8,15.4,0,22,0,260,0,33,4.5,0,1550,16.575 
16-jul-1991,0,20.1,0,11.6,0,0.2,1005.0,11.8,0,17,0,270,0,25,9.9,0,2102,16.675 
17-jul-1991,0,16.2,0,10.4,0,0.2,1002.8,7.9,0,12,0,140,0,18,0.1,0,1008,15.675 
18-jul-1991,0,17.9,0,12.8,0,1.0,995.9,12.2,0,21,0,250,0,29,1.5,0,1281,15.975 
19-jul-1991,0,20.8,0,12.4,0,0.3,1001.0,11.0,0,17,0,260,0,23,5.9,0,1760,16.225 
20-jul-1991,0,17.2,0,11.5,2,0.0,1007.4,6.9,0,12,0,260,0,17,0.1,0,941,16.025 
21-jul-1991,0,20.0,0,13.6,2,0.0,1009.8,6.2,0,10,0,130,0,14,2.6,0,1595,17.425 
22-jul-1991,0,17.6,0,13.1,0,4.0,1004.1,7.8,0,13,0,140,0,18,0.2,0,844,16.425 
23-jul-1991,0,20.6,0,13.0,0,2.1,995.0,12.3,0,22,0,210,0,32,5.6,0,1592,16.925 
24-jul-1991,0,19.4,0,11.5,0,6.3,996.3,9.9,0,18,0,240,0,25,3.1,0,1369,16.350 
25-jul-1991,0,19.6,0,12.4,3,0.0,1004.7,9.9,0,16,0,300,0,22,0.8,0,1009,16.075 
26-jul-1991,0,21.2,0,14.3,3,0.0,1007.5,6.1,0,12,0,130,0,17,8.9,0,2099,17.900 
27-jul-1991,0,22.9,0,15.7,0,0.0,1004.2,12.2,0,22,0,220,0,29,7.0,0,1817,18.450 
28-jul-1991,0,20.6,0,14.0,3,0.0,1003.7,8.9,0,16,0,130,0,20,8.4,0,2031,18.325 
29-jul-1991,0,22.5,0,12.8,3,0.0,1000.5,8.3,0,17,0,70,0,24,10.9,0,2398,18.650 
30-jul-1991,0,19.9,0,14.5,2,0.0,997.6,7.5,0,14,0,30,0,20,1.7,0,1155,17.950 
31-jul-1991,0,17.9,0,13.8,0,0.5,997.2,4.5,0,9,0,280,0,13,0.0,0,349,16.950 
01-aug-1991,0,17.8,0,13.6,0,0.3,1001.4,6.5,0,13,0,250,0,19,0.0,0,401,16.525 
02-aug-1991,0,21.0,0,11.8,2,0.0,1007.8,7.3,0,17,0,130,0,22,6.2,0,1747,16.625 
03-aug-1991,0,21.8,0,14.2,2,0.0,1009.5,7.5,0,19,0,250,0,26,5.8,0,1759,17.325 
04-aug-1991,0,20.5,0,15.0,0,0.7,1007.8,10.8,0,17,0,200,0,27,0.3,0,1057,17.150 
05-aug-1991,0,19.0,0,14.6,0,3.7,1001.1,7.9,0,16,0,200,0,24,0.0,0,700,16.900 
06-aug-1991,0,17.9,0,12.5,0,10.5,998.8,7.0,0,17,0,10,0,23,0.2,0,731,16.575 
07-aug-1991,0,17.8,0,10.6,0,0.1,1006.8,4.3,0,9,0,270,0,15,0.6,0,1054,16.050 
08-aug-1991,0,20.8,0,10.1,2,0.0,1012.2,8.5,0,14,0,230,0,19,7.9,0,2029,16.450 
09-aug-1991,0,20.8,0,16.5,0,1.6,1010.3,15.3,0,24,0,220,0,35,0.0,0,609,17.325 
10-aug-1991,0,19.6,0,15.5,0,1.0,1011.0,12.8,0,17,0,250,0,24,0.0,0,576,17.650 
11-aug-1991,0,20.5,0,11.1,2,0.0,1009.0,11.6,0,21,0,250,0,31,6.9,0,1622,17.475 
12-aug-1991,0,17.5,0,10.0,2,0.0,1008.8,6.2,0,11,0,260,0,15,2.1,0,1250,15.650 
13-aug-1991,0,18.9,0,11.1,3,0.0,1008.3,5.6,0,9,0,120,0,13,6.0,0,1553,16.500 
14-aug-1991,0,19.0,0,10.8,3,0.0,1007.1,6.4,0,14,0,200,0,18,2.1,0,1396,16.100 
15-aug-1991,0,21.6,0,12.2,0,0.0,1004.0,15.8,0,24,0,250,0,34,10.7,0,2157,17.325 
16-aug-1991,0,21.5,0,11.7,0,0.6,1006.1,15.2,0,23,0,250,0,35,3.1,0,1169,16.500 
17-aug-1991,0,18.3,0,9.1,0,0.5,1009.3,12.5,0,21,0,280,0,30,9.1,0,1818,16.425 
18-aug-1991,0,18.8,0,6.8,2,0.0,1013.5,5.7,0,10,0,240,0,17,13.1,0,2242,16.150 
19-aug-1991,0,20.0,0,10.6,0,1.6,1010.8,10.0,0,18,0,230,0,26,2.7,0,1140,16.700 
20-aug-1991,0,22.0,0,8.6,3,0.0,1008.5,6.6,0,13,0,240,0,20,12.0,0,2185,16.775 
21-aug-1991,0,20.0,0,13.4,0,2.1,996.5,9.4,0,18,0,130,0,26,4.8,0,1370,17.550 
22-aug-1991,0,18.2,0,13.3,2,0.0,987.8,12.5,0,19,0,120,0,29,1.2,0,841,16.900 
23-aug-1991,0,18.3,0,12.2,0,12.8,992.5,14.0,0,22,0,250,0,33,5.0,0,1468,16.250 
24-aug-1991,0,19.1,0,11.7,2,0.0,1008.0,6.7,0,15,0,270,0,22,2.1,0,885,15.825 
25-aug-1991,0,21.0,0,11.0,0,0.1,1011.8,3.4,0,10,0,110,0,15,7.4,0,1689,16.725 
26-aug-1991,0,21.6,0,15.3,0,0.1,1014.2,5.2,0,11,0,130,0,13,2.6,0,1116,17.825 
27-aug-1991,0,18.7,0,14.4,0,1.2,1017.7,5.2,0,9,0,70,0,12,0.3,0,1107,17.800 
28-aug-1991,0,23.4,0,14.0,3,0.0,1017.7,3.2,0,10,0,120,0,14,11.3,0,2052,19.675 
29-aug-1991,0,24.3,0,14.5,3,0.0,1016.3,4.2,0,9,0,130,0,11,10.2,0,1726,19.325 
30-aug-1991,0,22.3,0,13.1,3,0.0,1014.3,4.8,0,8,0,120,0,12,9.5,0,1865,19.475 
31-aug-1991,0,22.2,0,12.7,3,0.0,1010.8,5.7,0,13,0,120,0,18,12.0,0,1957,18.675 
01-sep-1991,0,20.8,0,12.5,3,0.0,1010.2,4.2,0,9,0,90,0,13,6.7,0,1481,18.700 
02-sep-1991,0,22.8,0,13.3,3,0.0,1016.6,7.3,0,15,0,30,0,18,11.6,0,1976,18.925 
03-sep-1991,0,20.1,0,13.8,3,0.0,1021.8,5.8,0,11,0,60,0,15,9.6,0,1827,18.950 
04-sep-1991,0,19.1,0,13.2,3,0.0,1020.0,7.0,0,12,0,50,0,18,6.8,0,1558,18.700 
05-sep-1991,0,24.0,0,12.5,3,0.0,1019.5,4.2,0,9,0,60,0,13,9.8,0,1821,19.175 
06-sep-1991,0,19.3,0,12.1,3,0.0,1022.1,6.5,0,12,0,70,0,17,6.3,0,1442,18.775 
07-sep-1991,0,20.1,0,10.0,3,0.0,1020.0,3.0,0,8,0,90,0,12,10.9,0,1956,17.725 
08-sep-1991,0,16.3,0,11.0,3,0.0,1014.6,4.0,0,8,0,110,0,11,0.3,0,642,16.400 
09-sep-1991,0,18.3,0,9.0,2,0.0,1009.2,4.1,0,11,0,90,0,15,6.2,0,1465,16.650 
10-sep-1991,0,19.7,0,12.0,3,0.0,1007.4,4.0,0,8,0,60,0,12,7.6,0,1512,17.500 
11-sep-1991,0,17.2,0,10.0,3,0.0,1009.2,6.4,0,12,0,80,0,15,0.7,0,986,16.650 
12-sep-1991,0,16.4,0,12.6,2,0.0,1008.5,8.8,0,14,0,130,0,20,0.1,0,532,15.900 
13-sep-1991,0,22.4,0,15.9,2,0.0,1004.8,10.2,0,15,0,200,0,24,1.8,0,895,17.150 
14-sep-1991,0,21.0,0,11.7,0,4.9,1002.1,13.4,0,20,0,200,0,32,2.7,0,658,17.000 
15-sep-1991,0,19.1,0,10.0,0,13.9,1004.9,9.2,0,16,0,140,0,22,6.0,0,1376,15.175 
16-sep-1991,0,21.1,0,12.3,0,1.8,1001.7,17.5,0,36,0,250,0,43,7.4,0,1321,16.500 
17-sep-1991,0,20.4,0,12.1,2,0.0,1005.8,13.8,0,21,0,230,0,28,7.1,0,1288,15.550 
18-sep-1991,0,17.6,0,9.1,0,0.5,1007.8,12.2,0,21,0,260,0,32,9.4,0,1507,15.475 
19-sep-1991,0,16.7,0,8.4,3,0.0,1009.6,8.5,0,15,0,230,0,22,4.6,0,1171,13.825 
20-sep-1991,0,16.5,0,9.0,2,0.0,1004.4,6.8,0,14,0,190,0,21,0.1,0,488,12.975 
21-sep-1991,0,19.2,0,10.5,0,6.0,994.3,12.9,0,25,0,190,0,36,0.2,0,415,13.500 
22-sep-1991,0,15.5,0,8.8,0,0.3,992.8,16.0,0,25,0,240,0,41,7.3,0,1268,12.625 
23-sep-1991,0,20.8,0,10.6,0,1.3,991.5,15.5,0,31,0,270,0,48,0.2,0,517,13.650 
24-sep-1991,0,16.0,0,9.0,0,2.1,989.9,18.6,0,30,0,250,0,41,8.7,0,1473,13.650 
25-sep-1991,0,16.2,0,7.5,0,0.1,991.9,4.5,0,9,0,120,0,13,6.2,0,1209,12.575 
26-sep-1991,0,13.9,0,5.2,2,0.0,996.0,5.5,0,11,0,20,0,15,0.6,0,728,11.950 
27-sep-1991,0,13.2,0,3.5,4,2.3,989.8,6.9,0,16,0,100,0,25,3.1,0,877,11.925 
28-sep-1991,0,13.7,0,10.0,4,8.8,985.9,23.1,0,30,0,20,0,43,0.0,0,367,11.625 
29-sep-1991,0,12.3,0,5.1,2,0.0,995.4,12.0,0,25,0,10,0,37,6.7,0,1007,10.750 
30-sep-1991,0,12.7,0,2.3,0,0.8,993.0,8.3,0,21,0,250,0,32,0.6,0,605,10.125 
01-oct-1991,0,14.7,0,7.6,0,0.1,999.3,20.6,0,35,0,260,0,48,7.6,0,1103,10.450 
02-oct-1991,0,18.2,0,6.9,0,0.2,1007.0,12.6,0,26,0,200,0,37,2.0,0,579,11.100 
03-oct-1991,0,16.3,0,8.8,0,1.2,1007.4,14.8,0,24,0,250,0,35,7.4,0,1090,11.725 
04-oct-1991,0,15.1,0,7.2,0,13.8,1006.8,14.8,0,24,0,210,0,33,2.8,0,749,10.900 
05-oct-1991,0,11.7,0,3.8,0,3.8,1006.7,10.6,0,21,0,320,0,30,8.5,0,1071,9.850 
06-oct-1991,0,13.9,0,4.3,2,0.0,1003.2,14.8,0,29,0,190,0,42,0.5,0,574,9.700 
07-oct-1991,0,14.8,0,9.4,0,4.0,992.4,10.1,0,22,0,180,0,33,3.7,0,792,11.000 
08-oct-1991,0,14.4,0,6.8,3,0.0,995.1,4.4,0,8,0,220,0,13,4.5,0,661,10.375 
09-oct-1991,0,13.7,0,9.9,0,0.5,1004.2,13.6,0,18,0,50,0,29,0.0,0,197,11.075 
10-oct-1991,0,14.0,0,12.0,0,4.1,1003.2,10.0,0,16,0,60,0,21,0.0,0,242,12.175 
11-oct-1991,0,15.1,0,11.8,0,2.0,994.1,7.3,0,17,0,10,0,24,0.4,0,449,12.750 
12-oct-1991,0,16.7,0,9.6,0,1.3,992.0,8.5,0,18,0,80,0,28,3.2,0,773,13.475 
13-oct-1991,0,12.8,0,9.3,0,5.9,996.7,8.1,0,17,0,310,0,26,0.0,0,148,12.525 
14-oct-1991,0,11.7,0,6.9,2,0.0,999.8,8.2,0,13,0,310,0,20,1.8,0,625,11.075 
15-oct-1991,0,13.0,0,6.0,3,0.0,996.8,6.9,0,17,0,190,0,24,4.5,0,886,10.775 
16-oct-1991,0,14.2,0,6.9,0,2.0,988.2,21.8,0,30,0,260,0,41,3.8,0,663,11.450 
17-oct-1991,0,9.4,0,3.6,0,0.1,992.7,23.3,0,34,0,270,0,51,5.8,0,913,8.000 
18-oct-1991,0,8.7,0,3.3,2,0.0,1004.3,14.1,0,22,0,310,0,31,5.7,0,893,7.975 
19-oct-1991,0,9.2,0,2.6,2,0.0,1016.3,10.3,0,17,0,320,0,22,3.5,0,723,7.175 
20-oct-1991,0,9.6,0,4.4,0,1.3,1018.8,9.2,0,12,0,280,0,18,0.0,0,363,7.875 
21-oct-1991,0,11.7,0,6.2,2,0.0,1019.4,6.5,0,10,0,270,0,13,2.0,0,538,9.000 
22-oct-1991,0,11.0,0,8.6,3,0.0,1022.8,3.8,0,7,0,270,0,8,0.0,0,334,9.900 
23-oct-1991,0,10.7,0,5.7,3,0.0,1024.9,5.6,0,9,0,270,0,13,3.3,0,464,9.525 
24-oct-1991,0,9.4,0,7.0,0,0.1,1021.9,3.5,0,6,0,280,0,10,0.0,0,193,9.225 
25-oct-1991,0,9.8,0,7.9,0,1.2,1014.8,2.3,0,6,0,80,0,8,0.0,0,106,9.525 
26-oct-1991,0,10.6,0,7.9,0,1.6,1006.5,5.4,0,9,0,130,0,15,0.0,0,99,9.525 
27-oct-1991,0,11.2,0,9.8,0,1.6,1001.2,9.5,0,15,0,130,0,20,0.1,0,233,9.975 
28-oct-1991,0,11.7,0,8.6,3,0.0,1002.3,6.0,0,11,0,120,0,16,0.0,0,257,10.250 
29-oct-1991,0,12.2,0,7.6,0,13.4,999.1,12.4,0,25,0,140,0,37,0.0,0,78,10.250 
30-oct-1991,0,11.3,0,4.4,0,0.4,992.1,10.8,0,30,0,150,0,42,4.9,0,733,8.650 
31-oct-1991,0,12.5,0,6.5,0,27.0,981.8,14.5,0,32,0,140,0,47,1.4,0,198,8.900 
01-nov-1991,0,13.3,0,9.0,0,2.1,979.5,21.0,0,34,0,220,0,47,5.2,0,671,9.350 
02-nov-1991,0,11.2,0,6.8,0,5.2,981.7,16.4,0,24,0,250,0,33,0.1,0,233,8.825 
03-nov-1991,0,6.9,0,1.6,0,0.8,974.0,14.0,0,25,0,250,0,35,3.8,0,528,6.925 
04-nov-1991,0,9.7,0,1.0,0,0.1,986.1,14.0,0,20,0,280,0,31,2.4,0,508,5.900 
05-nov-1991,0,7.4,0,1.0,3,0.0,1004.2,9.5,0,14,0,300,0,22,7.4,0,715,5.625 
06-nov-1991,0,12.0,0,1.2,0,0.2,1006.9,19.2,0,28,0,250,0,40,0.0,0,205,6.150 
07-nov-1991,0,12.8,0,8.7,0,6.3,1000.0,24.3,0,33,0,250,0,46,0.2,0,229,8.450 
08-nov-1991,0,9.2,0,3.0,0,0.4,1003.8,14.0,0,20,0,280,0,30,5.0,0,555,7.800 
09-nov-1991,0,8.5,0,1.7,3,0.0,1010.7,10.4,0,16,0,250,0,21,6.0,0,644,5.850 
10-nov-1991,0,11.1,0,1.9,0,4.7,999.9,18.0,0,33,0,220,0,47,0.0,0,161,6.125 
11-nov-1991,0,8.2,0,3.5,3,0.0,995.8,13.1,0,24,0,250,0,31,4.1,0,511,6.575 
12-nov-1991,0,9.8,0,1.6,0,6.9,978.3,18.9,0,36,0,260,0,50,0.0,0,64,5.625 
13-nov-1991,0,4.6,0,1.4,0,1.3,972.8,17.3,0,27,0,240,0,36,3.3,0,398,4.375 
14-nov-1991,0,9.5,0,2.0,2,0.0,982.1,10.2,0,18,0,230,0,28,6.3,0,604,4.650 
15-nov-1991,0,5.1,0,1.2,2,0.0,992.2,7.7,0,11,0,260,0,13,0.0,0,255,4.325 
16-nov-1991,0,6.0,0,1.3,0,1.4,996.7,6.1,0,12,0,270,0,18,1.0,0,248,4.150 
17-nov-1991,0,8.3,0,1.8,0,5.4,991.6,7.2,0,16,0,140,0,22,0.0,0,109,4.025 
18-nov-1991,0,8.3,0,2.4,0,6.2,988.1,13.6,0,24,0,20,0,34,0.1,0,201,5.625 
19-nov-1991,0,8.1,0,2.5,0,1.3,1006.7,16.8,0,30,0,20,0,43,0.2,0,190,5.775 
20-nov-1991,0,6.0,0,0.1,3,0.0,1019.8,7.1,0,9,0,250,0,12,3.5,0,406,3.925 
21-nov-1991,0,9.6,0,2.6,0,0.1,1015.8,12.5,0,20,0,230,0,27,0.0,0,107,4.525 
22-nov-1991,0,10.6,0,8.6,0,0.0,1008.5,10.8,0,17,0,210,0,23,0.4,0,316,6.700 
23-nov-1991,0,12.3,0,8.3,2,0.0,1000.0,12.0,0,25,0,170,0,37,0.7,0,173,7.025 
24-nov-1991,0,11.2,0,8.4,0,1.0,989.8,21.3,0,28,0,180,0,40,0.1,0,104,7.800 
25-nov-1991,0,13.3,0,8.8,0,0.7,985.7,18.6,0,25,0,190,0,39,5.3,0,429,8.250 
26-nov-1991,0,11.5,0,5.8,0,0.2,999.7,10.5,0,19,0,190,0,30,0.9,0,196,7.850 
27-nov-1991,0,12.3,0,5.0,0,0.8,1005.0,9.2,0,22,0,200,0,31,0.8,0,224,6.550 
28-nov-1991,0,11.2,0,7.0,0,0.7,1004.2,7.8,0,18,0,210,0,28,2.8,0,287,7.975 
29-nov-1991,0,11.9,0,7.7,0,3.5,1002.1,9.8,0,22,0,160,0,35,0.6,0,224,8.200 
30-nov-1991,0,11.0,0,7.1,0,1.0,1005.2,5.5,0,10,0,300,0,18,0.0,0,42,8.625 
01-dec-1991,0,9.5,0,4.8,0,0.0,1015.5,3.9,0,9,0,100,0,13,0.0,0,185,7.550 
02-dec-1991,0,9.7,0,7.9,2,0.0,1021.2,2.1,0,5,0,60,0,8,0.0,0,97,8.050 
03-dec-1991,0,9.0,0,7.4,0,0.0,1022.5,4.2,0,10,0,120,0,14,0.0,0,64,7.725 
04-dec-1991,0,7.4,0,6.4,0,0.0,1021.4,6.8,0,12,0,70,0,17,0.0,0,31,7.150 
05-dec-1991,0,7.8,0,6.3,0,0.0,1024.9,10.1,0,17,0,80,0,24,0.0,0,54,6.750 
06-dec-1991,0,8.2,0,6.0,3,0.0,1026.9,12.0,0,20,0,140,0,28,2.4,0,282,6.175 
07-dec-1991,0,8.7,0,5.7,3,0.0,1022.8,11.3,0,16,0,140,0,24,1.9,0,308,5.575 
08-dec-1991,0,8.6,0,4.0,3,0.0,1020.1,6.9,0,13,0,140,0,18,5.0,0,364,5.100 
09-dec-1991,0,7.4,0,5.0,3,0.0,1021.4,10.4,0,15,0,150,0,22,4.5,0,328,4.825 
10-dec-1991,0,7.4,0,1.0,3,0.0,1022.2,6.8,0,13,0,150,0,20,3.6,0,271,4.850 
11-dec-1991,0,5.5,1,-0.3,3,0.0,1021.1,2.4,0,7,0,200,0,8,4.8,0,307,2.675 
12-dec-1991,0,8.3,0,3.3,2,0.0,1021.9,8.0,0,13,0,230,0,17,0.0,0,99,4.400 
13-dec-1991,0,7.9,0,5.4,0,0.0,1021.6,8.7,0,13,0,210,0,19,0.0,0,76,5.400 
14-dec-1991,0,8.9,0,4.9,0,0.0,1015.7,5.6,0,11,0,150,0,15,5.7,0,340,5.300 
15-dec-1991,0,9.4,0,5.5,0,2.3,1007.2,6.6,0,14,0,150,0,20,0.4,0,105,6.075 
16-dec-1991,0,9.8,0,1.2,0,0.4,1004.3,3.9,0,11,0,240,0,15,0.0,0,131,5.875 
17-dec-1991,0,11.9,0,4.3,0,3.1,999.7,17.2,0,32,0,260,0,49,0.0,0,124,6.950 
18-dec-1991,0,12.6,0,3.9,0,3.6,998.2,19.5,0,32,0,240,0,44,0.0,0,182,5.600 
19-dec-1991,0,13.0,0,1.2,0,8.2,988.2,23.4,0,35,0,230,0,51,2.0,0,213,7.500 
20-dec-1991,0,9.4,0,1.0,0,8.7,994.6,20.5,0,30,0,260,0,42,1.5,0,246,4.150 
21-dec-1991,0,13.4,0,9.3,0,2.8,989.7,30.4,0,38,0,250,0,52,0.0,0,75,7.525 
22-dec-1991,0,14.0,0,12.1,2,0.0,994.0,27.1,0,35,0,250,0,50,0.0,0,83,9.525 
23-dec-1991,0,13.5,0,4.2,0,8.8,1004.8,22.5,0,40,0,310,0,60,2.5,0,216,8.425 
24-dec-1991,0,6.1,0,2.0,3,0.0,1027.3,7.4,0,12,0,260,0,17,4.8,0,340,5.175 
25-dec-1991,0,9.0,0,2.7,2,0.0,1027.4,13.4,0,24,0,230,0,36,0.0,0,158,4.950 
26-dec-1991,0,10.1,0,7.1,0,0.2,1023.8,14.8,0,21,0,240,0,29,1.4,0,204,6.900 
27-dec-1991,0,7.1,0,4.0,2,0.0,1024.9,8.2,0,12,0,280,0,16,0.0,0,99,6.400 
28-dec-1991,0,7.2,0,3.9,2,0.0,1022.2,7.2,0,11,0,230,0,16,0.0,0,46,6.025 
29-dec-1991,0,9.4,0,5.0,3,0.0,1026.4,3.6,0,9,0,240,0,12,0.0,0,110,6.375 
30-dec-1991,0,8.6,0,5.3,3,0.0,1026.2,2.9,0,6,0,140,0,11,0.0,0,82,6.525 
31-dec-1991,0,10.2,0,6.2,2,0.0,1017.7,13.9,0,23,0,210,0,34,0.0,0,191,6.050 
01-jan-1992,0,11.6,0,7.4,0,0.0,1011.2,21.8,0,28,0,220,0,41,0.1,0,203,7.075 
02-jan-1992,0,13.0,0,9.9,2,0.0,1005.5,23.3,0,30,0,210,0,44,0.0,0,83,7.850 
03-jan-1992,0,13.2,0,5.1,0,4.6,1000.2,20.1,0,29,0,210,0,43,0.0,0,64,8.350 
04-jan-1992,0,7.1,0,3.7,0,1.0,1006.1,7.6,0,15,0,250,0,21,0.0,0,181,5.825 
05-jan-1992,0,12.7,0,5.5,0,23.5,1004.8,13.3,0,22,0,230,0,34,0.0,0,135,7.700 
06-jan-1992,0,12.0,0,9.1,0,0.0,1004.5,16.4,0,25,0,210,0,34,5.3,0,351,8.125 
07-jan-1992,0,12.1,0,9.9,0,0.1,991.9,16.2,0,24,0,200,0,36,0.0,0,49,8.025 
08-jan-1992,0,12.0,0,5.5,2,0.0,985.8,9.2,0,20,0,230,0,28,0.6,0,158,8.100 
09-jan-1992,0,7.1,1,-0.2,0,0.7,1003.0,13.1,0,26,0,20,0,37,0.3,0,161,5.775 
10-jan-1992,0,3.9,1,-2.0,3,0.0,1018.7,5.8,0,9,0,260,0,10,6.5,0,469,3.350 
11-jan-1992,0,5.7,0,0.6,2,0.0,1021.1,6.5,0,9,0,260,0,11,0.0,0,158,3.325 
12-jan-1992,0,8.5,0,5.2,2,0.0,1024.6,4.4,0,8,0,300,0,12,0.0,0,83,5.725 
13-jan-1992,0,7.4,0,3.6,3,0.0,1029.1,2.1,0,5,0,240,0,7,1.0,0,283,5.250 
14-jan-1992,0,7.6,0,3.4,0,0.0,1028.7,3.6,0,7,0,60,0,11,0.0,0,109,5.350 
15-jan-1992,0,7.6,0,4.4,2,0.0,1028.1,4.2,0,11,0,270,0,17,0.0,0,97,6.475 
16-jan-1992,0,7.6,0,2.6,3,0.0,1026.9,8.1,0,13,0,260,0,17,4.0,0,383,5.025 
17-jan-1992,0,4.9,0,1.6,3,0.0,1028.2,6.1,0,8,0,260,0,11,0.0,0,202,4.600 
18-jan-1992,0,6.6,0,4.3,0,0.0,1025.6,5.6,0,9,0,230,0,12,0.0,0,80,5.050 
19-jan-1992,0,8.5,0,5.2,3,0.0,1022.2,7.5,0,11,0,280,0,18,0.0,0,163,5.575 
20-jan-1992,0,8.2,0,5.2,2,0.0,1020.9,6.4,0,12,0,90,0,18,0.0,0,106,6.275 
21-jan-1992,0,5.4,1,-0.6,3,0.0,1021.2,6.8,0,15,0,140,0,21,5.6,0,488,4.575 
22-jan-1992,0,5.3,1,-2.2,3,0.0,1019.2,7.0,0,15,0,140,0,22,3.0,0,429,2.425 
23-jan-1992,0,7.1,0,2.7,3,0.0,1015.5,8.1,0,19,0,150,0,28,5.1,0,501,2.825 
24-jan-1992,0,9.9,0,4.4,2,0.0,1016.8,9.2,0,15,0,140,0,23,0.0,0,139,3.950 
25-jan-1992,0,10.1,0,2.8,0,3.0,1025.4,9.2,0,17,0,200,0,28,0.0,0,119,5.825 
26-jan-1992,0,8.5,1,-1.2,3,0.0,1034.4,2.5,0,7,0,290,0,8,6.6,0,602,3.400 
27-jan-1992,0,7.0,1,-1.8,3,0.0,1034.1,3.2,0,8,0,230,0,11,6.9,0,577,2.050 
28-jan-1992,0,6.0,0,1.8,3,0.0,1031.4,2.8,0,5,0,310,0,9,0.0,0,208,3.275 
29-jan-1992,0,6.6,0,3.3,3,0.0,1027.1,4.7,0,9,0,110,0,13,0.2,0,287,4.250 
30-jan-1992,0,6.8,0,4.0,3,0.0,1023.8,8.2,0,14,0,140,0,20,2.1,0,372,4.225 
31-jan-1992,0,9.2,0,0.7,3,0.0,1023.4,2.9,0,9,0,250,0,11,5.2,0,548,3.175 
01-feb-1992,0,9.0,0,2.6,3,0.0,1022.2,4.9,0,9,0,230,0,12,0.7,0,281,3.575 
02-feb-1992,0,10.8,0,7.3,0,0.7,1013.4,16.2,0,32,0,240,0,45,0.1,0,233,5.825 
03-feb-1992,0,10.2,0,3.8,0,0.3,1011.2,13.2,0,25,0,250,0,37,0.9,0,373,5.475 
04-feb-1992,0,11.1,0,8.0,2,0.0,1011.2,19.8,0,28,0,250,0,39,0.0,0,149,7.150 
05-feb-1992,0,11.3,0,7.8,2,0.0,1016.7,10.6,0,18,0,270,0,27,0.5,0,291,6.975 
06-feb-1992,0,10.5,0,7.6,0,0.0,1015.9,12.2,0,20,0,200,0,30,2.1,0,452,6.775 
07-feb-1992,0,11.4,0,6.2,0,0.0,1012.7,12.1,0,19,0,220,0,28,2.4,0,544,6.600 
08-feb-1992,0,9.8,0,4.3,0,0.5,1000.7,10.3,0,29,0,160,0,40,0.2,0,276,5.950 
09-feb-1992,0,9.0,0,2.7,0,0.7,992.2,11.9,0,21,0,260,0,30,1.9,0,449,6.175 
10-feb-1992,0,7.3,0,2.7,3,0.0,997.7,10.8,0,19,0,230,0,26,0.6,0,393,4.375 
