Station Name: Dublin_Airport
Station Height: 71 M 
Latitude:53.428  ,Longitude: -6.241


maxtp: -  Maximum Air Temperature (C)	  
mintp: -  Minimum  Air Temperature (C)	
rain: -	  Precipitation Amount (mm)
cbl:  -   Mean CBL Pressure (hpa)
wdsp: -	  Mean Wind Speed (knot)
hm:  -	  Highest ten minute mean wind speed (knot)		                 
ddhm: -	  Mean Wind Direction over 10 minutes at time of highest 10 minute mean (degree)                  
hg:  -	  Highest Gust (knot)
sun: -	  Sunshine duration (hours)
dos: -	  Dept of Snow (cm)
g_rad  -  Global Radiation (j/cm sq.) 
soil   -  Mean 10cm Soil Temperature (C)
i: -	  Indicator

date,imax,maxtp,imin,mintp,irain,rain,cbl,wdsp,ihm,hm,iddhm,ddhm,ihg,hg,sun,dos,g_rad,soil 
01-jan-1985,0,4.1,1,-1.3,3,0.0,1018.3,7.6,0,11,0,320,0,15,6.3,0,327,2.400 
02-jan-1985,0,3.5,1,-2.2,3,0.0,1013.0,4.6,0,8,0,270,0,11,2.9,0,292,1.550 
03-jan-1985,0,4.4,1,-2.2,3,0.0,1010.3,5.3,0,9,0,10,0,12,4.9,0,277,1.025 
04-jan-1985,0,6.8,0,0.2,0,0.1,1008.5,8.0,0,13,0,70,0,17,2.6,0,228,1.275 
05-jan-1985,0,5.8,0,0.6,0,0.3,1010.1,6.7,0,15,0,90,0,21,0.0,0,90,2.375 
06-jan-1985,0,5.7,1,-0.5,0,0.3,1010.7,9.8,0,14,0,340,0,22,6.4,0,352,2.050 
07-jan-1985,0,4.7,1,-0.4,0,0.1,1009.7,6.8,0,12,0,330,0,18,1.3,0,190,1.675 
08-jan-1985,0,4.0,1,-0.6,0,0.7,1008.7,9.7,0,12,0,290,0,15,0.1,0,208,2.000 
09-jan-1985,0,4.0,0,0.2,2,0.0,1009.1,8.0,0,12,0,290,0,16,0.0,0,175,2.475 
10-jan-1985,0,5.4,0,1.4,0,0.1,1015.5,4.8,0,10,0,20,0,12,0.0,0,107,2.700 
11-jan-1985,0,5.2,0,0.7,0,0.0,1019.8,2.5,0,6,0,140,0,9,0.5,0,217,2.250 
12-jan-1985,0,5.2,0,0.2,3,0.0,1019.2,3.5,0,9,0,140,0,13,0.6,0,171,1.900 
13-jan-1985,0,4.0,1,-1.2,0,1.7,1019.5,7.0,0,17,0,100,0,28,0.4,0,185,1.275 
14-jan-1985,0,3.1,1,-1.2,2,0.0,1023.5,6.9,0,11,0,100,0,17,0.3,0,181,1.150 
15-jan-1985,0,5.0,0,0.5,0,0.4,1019.7,9.4,0,17,0,50,0,25,1.1,0,163,1.375 
16-jan-1985,0,1.6,1,-1.4,0,1.9,1011.6,5.0,0,13,0,110,0,21,0.0,0,113,1.150 
17-jan-1985,0,0.5,1,-3.5,4,4.7,1000.9,8.7,0,16,0,100,0,20,0.1,3,123,1.000 
18-jan-1985,0,2.9,1,-1.3,4,23.3,995.9,9.2,0,14,0,110,0,20,0.0,12,38,0.800 
19-jan-1985,0,3.2,0,0.0,0,6.6,995.1,6.4,0,11,0,110,0,16,0.0,9,103,0.750 
20-jan-1985,0,5.0,0,1.4,0,1.0,983.9,15.6,0,23,0,140,0,33,0.0,5,51,1.475 
21-jan-1985,0,8.5,0,1.0,0,6.0,968.8,13.6,0,22,0,310,0,35,0.2,0,115,3.650 
22-jan-1985,0,4.0,1,-0.6,0,0.4,979.3,18.1,0,27,0,270,0,38,7.0,0,474,1.450 
23-jan-1985,0,2.0,1,-3.0,3,0.0,992.3,12.0,0,16,0,270,0,25,6.4,0,457,0.750 
24-jan-1985,0,8.0,1,-2.0,0,3.4,990.8,12.7,0,23,0,240,0,37,0.3,0,175,1.050 
25-jan-1985,0,6.1,0,2.9,0,1.1,983.3,7.2,0,13,0,230,0,19,0.1,0,254,2.375 
26-jan-1985,0,5.0,1,-1.0,0,0.1,990.3,7.9,0,14,0,30,0,19,5.5,0,480,2.925 
27-jan-1985,0,9.8,0,0.6,0,6.2,988.0,14.2,0,20,0,140,0,33,0.0,0,99,2.900 
28-jan-1985,0,10.5,0,2.9,0,2.5,986.7,12.2,0,23,0,290,0,36,5.8,0,499,4.775 
29-jan-1985,0,11.5,0,5.7,0,1.9,1001.0,9.9,0,17,0,230,0,26,0.0,0,87,6.725 
30-jan-1985,0,12.0,0,5.2,0,1.8,1000.5,14.4,0,30,0,240,0,48,0.3,0,288,5.900 
31-jan-1985,0,11.4,0,6.4,0,1.9,999.4,18.8,0,28,0,250,0,44,1.0,0,294,6.225 
01-feb-1985,0,11.5,0,7.3,0,0.3,1003.3,22.1,0,28,0,260,0,40,1.7,0,407,7.400 
02-feb-1985,0,10.0,0,6.7,0,0.5,1010.0,9.2,0,17,0,250,0,27,0.1,0,257,6.625 
03-feb-1985,0,11.1,0,7.7,0,2.0,1013.2,6.5,0,13,0,220,0,19,0.0,0,246,7.650 
04-feb-1985,0,8.5,0,6.6,2,0.0,1008.7,6.7,0,11,0,220,0,17,0.0,0,178,7.250 
05-feb-1985,0,9.2,0,4.9,2,0.0,1001.9,8.6,0,16,0,130,0,25,5.0,0,540,6.450 
06-feb-1985,0,9.8,0,6.0,0,14.7,1002.5,9.1,0,20,0,110,0,30,1.6,0,395,7.325 
07-feb-1985,0,7.6,0,6.0,0,7.9,997.5,15.2,0,23,0,120,0,34,0.0,0,100,7.025 
08-feb-1985,0,6.5,0,1.8,0,15.1,990.1,16.5,0,23,0,100,0,33,0.0,0,47,5.750 
09-feb-1985,0,3.1,0,0.3,0,6.3,991.5,19.5,0,25,0,110,0,36,0.0,0,54,3.325 
10-feb-1985,0,1.7,1,-2.1,0,0.0,995.7,19.4,0,26,0,110,0,37,5.8,0,622,1.625 
11-feb-1985,0,0.9,1,-2.3,0,0.0,996.7,17.1,0,24,0,120,0,37,0.7,0,433,0.975 
12-feb-1985,0,2.0,1,-2.4,0,0.0,996.8,10.8,0,16,0,110,0,23,3.2,0,632,0.600 
13-feb-1985,0,2.2,1,-1.2,0,0.0,999.1,8.9,0,15,0,80,0,22,2.0,0,419,0.475 
14-feb-1985,0,4.1,0,0.2,0,0.0,1005.6,21.5,0,30,0,90,0,45,6.1,0,741,0.575 
15-feb-1985,0,2.7,1,-1.0,0,0.0,1014.0,19.2,0,26,0,80,0,40,7.0,0,760,0.875 
16-feb-1985,0,4.2,0,0.3,0,0.0,1016.8,14.0,0,20,0,120,0,31,6.3,0,778,0.675 
17-feb-1985,0,5.5,1,-0.2,3,0.0,1016.2,8.5,0,14,0,140,0,20,6.6,0,788,1.075 
18-feb-1985,0,6.3,1,-4.0,3,0.0,1017.0,4.2,0,15,0,190,0,24,4.6,0,722,0.750 
19-feb-1985,0,7.6,0,5.0,0,2.5,1017.4,11.9,0,17,0,200,0,31,0.0,0,211,2.800 
20-feb-1985,0,8.2,0,1.0,2,0.0,1021.1,2.9,0,8,0,260,0,10,1.1,0,464,3.950 
21-feb-1985,0,9.6,0,2.5,3,0.0,1019.5,4.3,0,10,0,220,0,15,0.0,0,465,4.150 
22-feb-1985,0,9.2,0,3.7,2,0.0,1016.5,12.3,0,23,0,210,0,37,3.5,0,574,4.450 
23-feb-1985,0,11.3,0,7.5,2,0.0,1012.9,16.2,0,26,0,230,0,38,0.0,0,381,6.300 
24-feb-1985,0,10.8,0,4.8,3,0.0,1014.5,7.2,0,16,0,120,0,22,8.9,0,966,5.925 
25-feb-1985,0,9.4,0,4.7,2,0.0,1009.4,7.4,0,17,0,140,0,26,0.2,0,411,4.775 
26-feb-1985,0,12.3,0,2.5,3,0.0,1011.8,5.9,0,12,0,230,0,18,4.5,0,693,4.900 
27-feb-1985,0,9.0,0,3.0,0,2.7,1013.2,8.9,0,16,0,130,0,25,0.0,0,268,6.000 
28-feb-1985,0,9.8,0,5.9,3,0.0,1007.2,13.4,0,25,0,130,0,36,4.4,0,859,6.150 
01-mar-1985,0,7.5,0,5.3,0,7.1,996.2,12.2,0,22,0,110,0,32,0.0,0,235,6.075 
02-mar-1985,0,8.1,0,4.0,0,0.1,994.0,6.8,0,15,0,250,0,20,1.6,0,528,6.325 
03-mar-1985,0,9.2,0,4.4,0,8.3,982.5,12.6,0,23,0,110,0,33,0.3,0,271,6.375 
04-mar-1985,0,8.1,0,1.5,0,2.5,990.5,15.7,0,24,0,280,0,34,4.6,0,706,5.600 
05-mar-1985,0,10.2,0,0.5,3,0.0,1008.9,7.9,0,12,0,250,0,17,5.8,0,962,4.800 
06-mar-1985,0,11.9,0,6.3,2,0.0,1009.5,12.8,0,22,0,240,0,36,0.2,0,380,6.725 
07-mar-1985,0,12.1,0,1.9,3,0.0,1015.2,5.9,0,13,0,260,0,18,8.9,0,1240,6.850 
08-mar-1985,0,12.4,0,3.4,3,0.0,1019.3,10.9,0,18,0,210,0,30,2.1,0,732,6.100 
09-mar-1985,0,14.5,0,8.1,2,0.0,1020.8,13.0,0,17,0,240,0,26,7.0,0,1064,7.650 
10-mar-1985,0,10.3,0,2.3,0,2.1,1027.3,10.8,0,18,0,10,0,24,6.8,0,1030,8.775 
11-mar-1985,0,11.4,0,0.6,3,0.0,1031.6,4.8,0,9,0,240,0,16,9.6,0,1315,6.375 
12-mar-1985,0,10.6,0,1.8,2,0.0,1022.6,9.1,0,14,0,230,0,20,3.3,0,890,6.225 
13-mar-1985,0,9.6,0,3.0,0,0.1,1014.1,9.8,0,14,0,340,0,20,1.3,0,721,7.525 
14-mar-1985,0,8.2,1,-0.1,0,1.3,1007.2,11.3,0,20,0,330,0,29,7.1,0,1078,5.550 
15-mar-1985,0,5.7,0,0.3,0,1.8,998.5,14.5,0,24,0,340,0,35,3.5,0,793,4.425 
16-mar-1985,0,6.8,1,-1.7,0,0.2,997.8,12.5,0,17,0,310,0,27,7.9,0,1285,4.100 
17-mar-1985,0,7.1,1,-2.4,3,0.0,1004.0,6.5,0,12,0,280,0,17,10.6,0,1516,4.750 
18-mar-1985,0,6.0,0,1.5,2,0.0,1004.8,12.8,0,20,0,160,0,29,1.4,0,891,4.400 
19-mar-1985,0,5.4,0,1.7,0,1.0,999.0,12.8,0,17,0,130,0,27,0.0,0,683,4.575 
20-mar-1985,0,4.0,0,0.4,0,19.3,983.5,19.2,0,29,0,120,0,43,0.7,0,511,3.200 
21-mar-1985,0,4.1,0,2.0,0,6.9,972.6,16.7,0,26,0,120,0,40,0.0,0,163,2.950 
22-mar-1985,0,4.3,0,1.4,0,0.9,980.3,13.5,0,18,0,330,0,26,0.0,0,167,3.275 
23-mar-1985,0,7.2,0,3.3,2,0.0,986.8,9.0,0,15,0,330,0,20,0.1,0,393,4.775 
24-mar-1985,0,7.2,0,0.2,2,0.0,987.5,9.2,0,18,0,280,0,27,4.2,0,966,5.050 
25-mar-1985,0,9.4,1,-0.5,3,0.0,987.6,4.2,0,8,0,120,0,13,9.6,0,1407,5.025 
26-mar-1985,0,9.0,1,-0.5,3,0.0,993.8,5.8,0,13,0,40,0,18,3.9,0,1048,5.550 
27-mar-1985,0,6.4,0,0.6,3,0.0,1005.5,10.2,0,17,0,340,0,25,3.7,0,843,4.775 
28-mar-1985,0,8.7,0,2.2,0,0.0,1006.5,13.5,0,20,0,260,0,28,0.3,0,746,5.100 
29-mar-1985,0,14.6,0,5.1,0,8.8,990.8,12.0,0,20,0,210,0,35,1.5,0,846,6.875 
30-mar-1985,0,14.6,0,7.9,0,2.4,980.8,13.3,0,25,0,230,0,38,5.2,0,1054,9.050 
31-mar-1985,0,14.7,0,6.6,0,9.7,985.8,15.7,0,30,0,230,0,44,5.2,0,1320,8.475 
01-apr-1985,0,14.0,0,7.4,0,2.6,985.8,17.0,0,28,0,290,0,44,0.1,0,473,9.650 
02-apr-1985,0,15.0,0,6.9,0,0.1,996.4,10.8,0,19,0,210,0,30,1.0,0,694,9.125 
03-apr-1985,0,15.2,0,9.0,2,0.0,991.2,14.0,0,19,0,210,0,32,5.7,0,1370,10.550 
04-apr-1985,0,10.2,0,7.2,0,2.7,982.2,13.8,0,23,0,150,0,40,0.0,0,290,8.875 
05-apr-1985,0,12.4,0,6.0,0,1.9,977.3,7.7,0,14,0,210,0,25,3.3,0,1007,9.250 
06-apr-1985,0,14.4,0,5.6,0,2.1,982.0,7.4,0,17,0,200,0,27,5.6,0,1319,9.600 
07-apr-1985,0,9.7,0,5.5,0,8.4,978.5,9.8,0,20,0,80,0,28,0.1,0,383,8.075 
08-apr-1985,0,12.7,0,4.3,0,0.6,980.4,8.9,0,17,0,320,0,24,2.9,0,1008,8.900 
09-apr-1985,0,12.4,0,3.6,0,2.6,989.9,8.2,0,16,0,280,0,21,7.2,0,1525,9.225 
10-apr-1985,0,11.5,0,4.1,0,1.7,995.0,8.7,0,13,0,210,0,22,2.0,0,1082,9.500 
11-apr-1985,0,9.5,0,3.0,0,10.0,990.1,16.6,0,30,0,310,0,46,5.8,0,1249,8.725 
12-apr-1985,0,11.7,0,1.5,0,0.9,993.6,15.1,0,30,0,260,0,44,2.7,0,829,6.750 
13-apr-1985,0,10.1,0,3.8,0,4.5,983.9,21.1,0,28,0,230,0,48,3.6,0,1152,7.000 
14-apr-1985,0,12.4,0,4.2,2,0.0,998.8,15.7,0,24,0,280,0,36,9.3,0,1696,8.200 
15-apr-1985,0,16.6,0,5.5,0,0.3,1009.9,10.2,0,22,0,250,0,29,3.9,0,1490,10.475 
16-apr-1985,0,17.1,0,9.5,0,0.0,1015.3,9.4,0,18,0,230,0,27,3.5,0,1442,11.750 
17-apr-1985,0,16.1,0,7.3,2,0.0,1018.8,5.8,0,11,0,130,0,15,5.4,0,1353,12.400 
18-apr-1985,0,14.3,0,5.3,3,0.0,1015.3,8.0,0,16,0,140,0,23,11.4,0,2075,11.550 
19-apr-1985,0,13.8,0,5.0,2,0.0,1010.6,12.4,0,19,0,290,0,28,2.9,0,1211,11.000 
20-apr-1985,0,9.4,0,2.0,2,0.0,1008.7,12.6,0,22,0,340,0,32,9.6,0,1671,9.650 
21-apr-1985,0,9.5,0,3.4,0,0.0,1011.2,16.8,0,28,0,40,0,40,1.8,0,1066,8.675 
22-apr-1985,0,9.9,0,5.3,3,0.0,1014.4,10.4,0,15,0,40,0,22,10.1,0,1790,10.050 
23-apr-1985,0,9.1,0,4.7,3,0.0,1016.2,12.2,0,18,0,50,0,26,5.9,0,1534,10.175 
24-apr-1985,0,14.1,0,2.0,3,0.0,1017.3,6.1,0,13,0,330,0,19,12.0,0,2181,11.475 
25-apr-1985,0,11.3,0,5.0,0,0.1,1014.3,6.8,0,12,0,310,0,18,5.2,0,1358,12.200 
26-apr-1985,0,13.8,0,4.6,2,0.0,1007.9,8.8,0,16,0,280,0,24,5.3,0,1439,11.325 
27-apr-1985,0,10.7,0,1.3,0,0.2,1006.5,14.2,0,27,0,340,0,35,7.4,0,1641,10.975 
28-apr-1985,0,10.9,1,-0.8,0,1.5,1007.0,12.8,0,21,0,240,0,30,0.7,0,991,8.625 
29-apr-1985,0,12.9,0,9.2,2,0.0,1003.3,12.6,0,17,0,280,0,27,0.0,0,627,10.425 
30-apr-1985,0,14.2,0,5.0,2,0.0,1005.2,11.7,0,20,0,290,0,31,2.9,0,1373,11.325 
01-may-1985,0,11.5,0,3.2,0,0.5,1006.2,11.4,0,17,0,280,0,25,1.6,0,1223,9.750 
02-may-1985,0,13.2,0,4.2,2,0.0,1003.9,7.0,0,13,0,20,0,19,12.3,0,2373,12.100 
03-may-1985,0,11.8,0,1.7,3,0.0,1003.3,7.5,0,14,0,330,0,18,6.1,0,1406,11.325 
04-may-1985,0,10.4,0,5.2,2,0.0,995.5,4.5,0,9,0,310,0,12,0.1,0,948,11.250 
05-may-1985,0,7.4,0,5.3,0,9.6,986.6,6.8,0,14,0,30,0,22,0.0,0,577,10.000 
06-may-1985,0,10.8,0,4.9,0,1.6,993.5,8.5,0,15,0,30,0,21,3.6,0,1368,10.600 
07-may-1985,0,15.0,0,3.2,3,0.0,1004.9,5.2,0,9,0,280,0,16,10.1,0,2033,11.575 
08-may-1985,0,15.2,0,5.5,3,0.0,1006.0,7.6,0,14,0,260,0,18,2.9,0,1469,12.075 
09-may-1985,0,11.3,0,4.2,0,2.0,1004.8,14.1,0,22,0,260,0,32,4.0,0,1191,10.875 
10-may-1985,0,12.3,0,6.1,0,0.0,1012.0,13.7,0,21,0,340,0,30,3.7,0,1447,11.525 
11-may-1985,0,12.5,0,6.9,0,0.0,1015.2,7.8,0,12,0,70,0,18,10.0,0,2311,13.425 
12-may-1985,0,12.4,0,5.6,2,0.0,1010.9,7.7,0,12,0,30,0,18,6.3,0,2018,13.525 
13-may-1985,0,10.5,0,8.0,0,2.9,1004.8,12.5,0,20,0,40,0,28,1.2,0,677,12.375 
14-may-1985,0,14.4,0,8.2,0,6.0,997.1,5.9,0,13,0,10,0,17,2.2,0,1198,12.475 
15-may-1985,0,12.5,0,7.5,0,22.5,995.1,7.2,0,15,0,260,0,24,0.0,0,521,11.600 
16-may-1985,0,15.0,0,9.5,0,0.0,1006.7,7.1,0,15,0,130,0,20,8.3,0,2129,13.300 
17-may-1985,0,18.2,0,10.5,0,0.0,1012.8,4.3,0,9,0,140,0,13,4.4,0,1417,14.350 
18-may-1985,0,17.3,0,10.3,2,0.0,1011.8,8.8,0,14,0,320,0,22,4.6,0,1442,14.600 
19-may-1985,0,10.6,0,8.5,0,6.9,1009.0,10.9,0,15,0,50,0,24,0.0,0,224,12.450 
20-may-1985,0,10.2,0,7.8,0,7.1,1005.8,9.3,0,14,0,30,0,20,0.0,0,322,11.025 
21-may-1985,0,12.5,0,8.0,0,0.5,1001.1,8.2,0,14,0,50,0,21,0.2,0,1026,11.825 
22-may-1985,0,15.6,0,7.2,3,0.0,996.5,4.2,0,10,0,140,0,13,7.2,0,2011,13.225 
23-may-1985,0,14.6,0,9.7,0,7.1,989.6,5.9,0,15,0,150,0,22,0.0,0,726,13.300 
24-may-1985,0,15.4,0,8.9,0,0.5,984.8,13.7,0,24,0,240,0,38,6.2,0,1784,13.050 
25-may-1985,0,16.8,0,9.9,0,0.2,991.9,12.3,0,25,0,200,0,39,1.7,0,1018,13.100 
26-may-1985,0,17.5,0,10.9,2,0.0,992.3,11.5,0,18,0,160,0,27,4.2,0,1342,13.875 
27-may-1985,0,14.3,0,6.7,0,2.6,995.9,9.1,0,14,0,170,0,24,4.9,0,1613,14.200 
28-may-1985,0,15.3,0,4.0,0,0.1,1008.2,7.7,0,12,0,270,0,21,10.8,0,2272,13.950 
29-may-1985,0,15.2,0,6.0,3,0.0,1016.1,4.4,0,8,0,130,0,17,13.7,0,2554,14.850 
30-may-1985,0,18.4,0,7.0,3,0.0,1017.1,4.4,0,9,0,80,0,12,13.2,0,2660,16.025 
31-may-1985,0,15.6,0,8.0,3,0.0,1018.5,5.8,0,10,0,80,0,15,15.3,0,2968,17.200 
01-jun-1985,0,15.8,0,8.2,3,0.0,1017.9,5.8,0,14,0,80,0,20,15.5,0,3003,17.775 
02-jun-1985,0,17.1,0,8.7,3,0.0,1014.3,4.3,0,9,0,50,0,13,15.5,0,2994,18.825 
03-jun-1985,0,17.4,0,9.0,3,0.0,1009.2,5.8,0,11,0,60,0,15,14.2,0,2850,19.275 
04-jun-1985,0,17.3,0,10.2,0,0.1,1003.8,4.5,0,8,0,40,0,13,12.3,0,2646,20.250 
05-jun-1985,0,15.6,0,10.1,0,12.3,1001.3,3.9,0,11,0,50,0,17,0.0,0,336,17.025 
06-jun-1985,0,12.4,0,6.4,0,7.3,1004.2,10.5,0,16,0,50,0,24,1.1,0,1091,14.150 
07-jun-1985,0,13.6,0,3.0,0,1.1,1006.9,7.5,0,14,0,320,0,24,8.3,0,2088,13.500 
08-jun-1985,0,13.6,0,6.4,0,1.9,1003.1,8.8,0,17,0,250,0,25,0.4,0,1068,13.250 
09-jun-1985,0,13.9,0,7.7,0,2.8,998.0,11.6,0,18,0,310,0,28,8.7,0,2063,13.300 
10-jun-1985,0,15.4,0,6.3,0,1.4,1003.3,12.4,0,19,0,300,0,28,5.7,0,1848,13.025 
11-jun-1985,0,14.3,0,7.5,0,3.6,997.2,13.8,0,20,0,260,0,32,0.5,0,1039,13.350 
12-jun-1985,0,15.1,0,6.0,0,1.6,993.2,14.6,0,22,0,270,0,34,8.9,0,1910,12.350 
13-jun-1985,0,15.0,0,5.9,2,0.0,1001.5,7.1,0,14,0,320,0,18,1.3,0,1209,13.425 
14-jun-1985,0,14.7,0,5.7,2,0.0,1007.8,4.7,0,8,0,310,0,14,6.8,0,1855,13.625 
15-jun-1985,0,15.3,0,4.3,3,0.0,1011.1,4.0,0,8,0,250,0,16,3.3,0,1739,13.950 
16-jun-1985,0,16.6,0,5.7,3,0.0,1010.0,4.8,0,10,0,140,0,16,11.7,0,2482,15.950 
17-jun-1985,0,16.5,0,10.7,0,6.5,1004.8,7.3,0,15,0,200,0,27,1.7,0,900,14.800 
18-jun-1985,0,15.4,0,9.1,3,0.0,1004.2,5.5,0,10,0,130,0,15,4.1,0,1490,14.575 
19-jun-1985,0,16.4,0,8.2,2,0.0,1001.5,4.0,0,10,0,120,0,14,6.8,0,1884,15.075 
20-jun-1985,0,16.2,0,9.4,0,20.2,995.3,11.2,0,22,0,150,0,35,3.4,0,1594,15.200 
21-jun-1985,0,14.0,0,11.0,0,5.3,985.0,12.6,0,22,0,140,0,32,0.0,0,708,14.150 
22-jun-1985,0,15.4,0,11.1,0,11.3,984.7,7.8,0,22,0,270,0,31,0.0,0,608,14.375 
23-jun-1985,0,18.4,0,9.2,2,0.0,992.0,10.7,0,19,0,240,0,29,9.5,0,2346,15.225 
24-jun-1985,0,17.0,0,7.9,0,0.6,1000.1,8.8,0,18,0,270,0,32,8.5,0,2195,15.075 
25-jun-1985,0,17.5,0,8.0,0,0.2,1005.0,7.0,0,14,0,250,0,23,6.5,0,2069,15.850 
26-jun-1985,0,16.5,0,7.8,0,0.6,1007.6,10.3,0,18,0,280,0,32,4.3,0,1735,15.250 
27-jun-1985,0,15.7,0,9.7,2,0.0,1009.1,10.8,0,16,0,250,0,25,0.7,0,1178,14.900 
28-jun-1985,0,19.8,0,10.2,0,0.0,1003.7,9.5,0,17,0,250,0,27,7.3,0,1902,16.075 
29-jun-1985,0,16.0,0,10.1,0,0.3,1003.0,2.3,0,10,0,120,0,14,2.7,0,1587,17.250 
30-jun-1985,0,19.0,0,10.3,0,1.4,1004.1,6.2,0,14,0,230,0,19,1.8,0,1216,16.625 
01-jul-1985,0,20.4,0,10.9,0,0.0,1007.1,6.8,0,11,0,260,0,16,5.7,0,1705,17.375 
02-jul-1985,0,21.7,0,14.4,3,0.0,1008.8,3.6,0,9,0,130,0,13,10.0,0,2475,20.775 
03-jul-1985,0,20.6,0,13.2,3,0.0,1008.2,5.7,0,12,0,130,0,19,1.6,0,1506,20.100 
04-jul-1985,0,22.2,0,15.0,2,0.0,1006.0,5.5,0,11,0,130,0,15,7.2,0,2226,21.050 
05-jul-1985,0,19.9,0,10.2,0,15.5,1007.2,8.5,0,16,0,250,0,27,1.7,0,1219,19.550 
06-jul-1985,0,18.2,0,8.9,3,0.0,1014.5,8.1,0,14,0,280,0,24,10.1,0,2171,16.750 
07-jul-1985,0,19.8,0,8.6,2,0.0,1017.3,4.6,0,10,0,220,0,15,5.7,0,2048,17.750 
08-jul-1985,0,20.0,0,11.9,2,0.0,1013.0,10.4,0,16,0,270,0,24,1.5,0,1419,18.200 
09-jul-1985,0,19.4,0,12.5,2,0.0,1011.2,8.5,0,15,0,300,0,23,3.0,0,1845,18.700 
10-jul-1985,0,19.6,0,12.9,0,0.3,1008.8,8.8,0,16,0,240,0,24,1.2,0,1362,19.050 
11-jul-1985,0,19.0,0,14.0,0,1.0,1001.4,13.4,0,21,0,240,0,32,0.1,0,922,17.950 
12-jul-1985,0,20.4,0,13.5,0,3.8,1001.7,9.6,0,19,0,210,0,30,1.0,0,1189,18.175 
13-jul-1985,0,16.0,0,11.5,0,13.3,1004.7,4.5,0,9,0,70,0,12,0.1,0,655,16.725 
14-jul-1985,0,17.4,0,10.3,0,0.3,1004.9,6.9,0,14,0,290,0,20,6.5,0,1874,17.150 
15-jul-1985,0,15.7,0,7.8,0,0.5,1005.1,9.0,0,16,0,220,0,26,0.1,0,906,15.025 
16-jul-1985,0,18.4,0,10.0,2,0.0,1005.0,10.7,0,20,0,280,0,28,3.7,0,1599,15.775 
17-jul-1985,0,17.2,0,11.7,0,4.4,1000.8,12.2,0,19,0,210,0,36,2.1,0,1020,15.725 
18-jul-1985,0,17.7,0,10.3,2,0.0,994.6,12.3,0,19,0,230,0,29,6.5,0,1931,15.500 
19-jul-1985,0,17.6,0,9.6,0,3.5,994.4,10.0,0,22,0,270,0,32,9.3,0,2181,16.475 
20-jul-1985,0,16.8,0,8.2,0,4.0,1000.7,12.8,0,20,0,250,0,32,9.7,0,2014,14.875 
21-jul-1985,0,18.3,0,8.0,0,1.2,1005.2,8.6,0,13,0,230,0,21,2.9,0,1557,14.925 
22-jul-1985,0,20.3,0,10.8,0,0.3,1003.7,13.6,0,26,0,250,0,38,7.4,0,1792,16.550 
23-jul-1985,0,20.8,0,9.0,2,0.0,1010.2,9.4,0,21,0,230,0,29,7.4,0,1817,16.650 
24-jul-1985,0,21.1,0,15.0,2,0.0,1009.2,5.6,0,12,0,230,0,17,5.1,0,1600,19.050 
25-jul-1985,0,16.1,0,13.1,0,1.5,1003.0,4.2,0,9,0,60,0,13,0.0,0,716,17.625 
26-jul-1985,0,21.6,0,12.8,0,26.1,994.4,9.8,0,18,0,270,0,29,4.1,0,1396,17.800 
27-jul-1985,0,18.6,0,10.7,2,0.0,993.1,7.6,0,17,0,280,0,24,3.9,0,1719,17.100 
28-jul-1985,0,13.4,0,10.8,0,23.0,988.8,6.8,0,13,0,360,0,20,0.0,0,342,15.725 
29-jul-1985,0,19.0,0,11.1,0,8.3,989.1,6.5,0,12,0,300,0,19,4.7,0,1257,16.275 
30-jul-1985,0,19.5,0,13.4,0,0.0,996.2,5.5,0,12,0,290,0,16,1.8,0,983,17.425 
31-jul-1985,0,16.9,0,9.8,0,0.2,1002.6,7.1,0,13,0,300,0,18,0.8,0,831,16.150 
01-aug-1985,0,16.1,0,9.3,0,1.7,1002.2,9.1,0,15,0,200,0,26,0.1,0,982,14.975 
02-aug-1985,0,18.9,0,10.7,0,1.7,995.1,16.2,0,27,0,240,0,38,7.7,0,1838,16.200 
03-aug-1985,0,17.5,0,10.2,0,0.4,996.0,14.0,0,24,0,250,0,38,9.5,0,2063,15.275 
04-aug-1985,0,13.0,0,10.2,0,24.5,987.1,10.5,0,19,0,100,0,31,0.0,0,497,14.025 
05-aug-1985,0,17.0,0,9.5,0,4.5,990.4,12.1,0,21,0,330,0,33,7.3,0,1630,14.700 
06-aug-1985,0,16.6,0,8.3,0,1.2,1000.9,10.4,0,19,0,290,0,28,4.7,0,1604,14.450 
07-aug-1985,0,16.4,0,8.6,0,1.8,998.0,9.3,0,15,0,270,0,21,3.3,0,1072,14.675 
08-aug-1985,0,16.0,0,7.5,0,1.2,992.8,7.4,0,18,0,210,0,34,1.8,0,749,12.975 
09-aug-1985,0,17.2,0,8.6,0,2.6,987.5,11.8,0,23,0,240,0,38,10.3,0,1966,13.300 
10-aug-1985,0,16.2,0,8.4,0,5.2,992.2,7.9,0,16,0,240,0,25,8.5,0,1770,13.650 
11-aug-1985,0,14.2,0,9.7,0,9.3,990.0,5.3,0,18,0,270,0,25,1.9,0,692,13.475 
12-aug-1985,0,16.4,0,8.9,0,4.3,993.2,9.1,0,15,0,230,0,21,8.0,0,1700,13.650 
13-aug-1985,0,18.4,0,10.3,0,9.0,996.7,7.3,0,14,0,220,0,23,7.8,0,1615,14.725 
14-aug-1985,0,16.5,0,11.8,0,4.9,989.7,17.4,0,25,0,120,0,45,1.7,0,902,14.550 
